Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Start listener action : sampleAfterTestCase,Edge Chromium 111,,,2023-04-03 13:13:39,2023-04-03 13:13:40,0.734s,PASSED
,,,,,,,
"Test Cases/Login/TC_2,3_Sign In With Invalid Data",Edge Chromium 111,,,2023-04-03 13:13:40,2023-04-03 13:14:16,36.546s,PASSED
Start listener action : sampleBeforeTestCase,Edge Chromium 111,,,2023-04-03 13:13:40,2023-04-03 13:14:12,32.430s,PASSED
"errorMessage = ""Login failed! Please ensure the username and password are valid.""",Edge Chromium 111,,,2023-04-03 13:14:12,2023-04-03 13:14:12,0.000s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/btnMakeAppointment""))",Edge Chromium 111,,,2023-04-03 13:14:12,2023-04-03 13:14:13,0.735s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txfUsername""), sUsername)",Edge Chromium 111,,,2023-04-03 13:14:13,2023-04-03 13:14:14,0.752s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txfPassword""), sPassword)",Edge Chromium 111,,,2023-04-03 13:14:14,2023-04-03 13:14:14,0.669s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/btnLogin""))",Edge Chromium 111,,,2023-04-03 13:14:14,2023-04-03 13:14:15,0.919s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txvLoginError""), errorMessage, STOP_ON_FAILURE)",Edge Chromium 111,,,2023-04-03 13:14:15,2023-04-03 13:14:15,0.320s,PASSED
Start listener action : sampleAfterTestCase,Edge Chromium 111,,,2023-04-03 13:14:15,2023-04-03 13:14:16,0.715s,PASSED
,,,,,,,
"Test Cases/Login/TC_2,3_Sign In With Invalid Data",Edge Chromium 111,,,2023-04-03 13:14:16,2023-04-03 13:14:26,9.385s,PASSED
Start listener action : sampleBeforeTestCase,Edge Chromium 111,,,2023-04-03 13:14:16,2023-04-03 13:14:21,4.761s,PASSED
"errorMessage = ""Login failed! Please ensure the username and password are valid.""",Edge Chromium 111,,,2023-04-03 13:14:21,2023-04-03 13:14:21,0.001s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/btnMakeAppointment""))",Edge Chromium 111,,,2023-04-03 13:14:21,2023-04-03 13:14:22,0.754s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txfUsername""), sUsername)",Edge Chromium 111,,,2023-04-03 13:14:22,2023-04-03 13:14:23,0.800s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txfPassword""), sPassword)",Edge Chromium 111,,,2023-04-03 13:14:23,2023-04-03 13:14:23,0.740s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/btnLogin""))",Edge Chromium 111,,,2023-04-03 13:14:23,2023-04-03 13:14:24,1.176s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txvLoginError""), errorMessage, STOP_ON_FAILURE)",Edge Chromium 111,,,2023-04-03 13:14:24,2023-04-03 13:14:25,0.391s,PASSED
Start listener action : sampleAfterTestCase,Edge Chromium 111,,,2023-04-03 13:14:25,2023-04-03 13:14:26,0.755s,PASSED
,,,,,,,
"Test Cases/Login/TC_2,3_Sign In With Invalid Data",Edge Chromium 111,,,2023-04-03 13:14:26,2023-04-03 13:15:04,38.606s,PASSED
Start listener action : sampleBeforeTestCase,Edge Chromium 111,,,2023-04-03 13:14:26,2023-04-03 13:15:00,34.535s,PASSED
"errorMessage = ""Login failed! Please ensure the username and password are valid.""",Edge Chromium 111,,,2023-04-03 13:15:00,2023-04-03 13:15:00,0.001s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/btnMakeAppointment""))",Edge Chromium 111,,,2023-04-03 13:15:00,2023-04-03 13:15:01,0.761s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txfUsername""), sUsername)",Edge Chromium 111,,,2023-04-03 13:15:01,2023-04-03 13:15:02,0.783s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txfPassword""), sPassword)",Edge Chromium 111,,,2023-04-03 13:15:02,2023-04-03 13:15:02,0.626s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/btnLogin""))",Edge Chromium 111,,,2023-04-03 13:15:02,2023-04-03 13:15:03,0.890s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txvLoginError""), errorMessage, STOP_ON_FAILURE)",Edge Chromium 111,,,2023-04-03 13:15:03,2023-04-03 13:15:04,0.310s,PASSED
Start listener action : sampleAfterTestCase,Edge Chromium 111,,,2023-04-03 13:15:04,2023-04-03 13:15:04,0.681s,PASSED
