Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/btnMakeAppointment""))",Chrome 111.0.0.0,,,2023-03-30 14:43:59,2023-03-30 14:43:59,0.733s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txfUsername""), Username)",Chrome 111.0.0.0,,,2023-03-30 14:43:59,2023-03-30 14:44:00,0.802s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txfPassword""), Password)",Chrome 111.0.0.0,,,2023-03-30 14:44:00,2023-03-30 14:44:01,0.706s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/btnLogin""))",Chrome 111.0.0.0,,,2023-03-30 14:44:01,2023-03-30 14:44:02,0.894s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txvLoginError""), errorMessage, STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-03-30 14:44:02,2023-03-30 14:44:02,0.575s,PASSED
Start listener action : sampleAfterTestCase,Chrome 111.0.0.0,,,2023-03-30 14:44:02,2023-03-30 14:44:03,0.661s,PASSED
,,,,,,,
"Test Cases/Login/TC_2,3_Sign In With Invalid Data",Chrome 111.0.0.0,,,2023-03-30 14:44:03,2023-03-30 14:44:39,36.192s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 111.0.0.0,,,2023-03-30 14:44:03,2023-03-30 14:44:35,31.994s,PASSED
"errorMessage = ""Login failed! Please ensure the username and password are valid.""",Chrome 111.0.0.0,,,2023-03-30 14:44:35,2023-03-30 14:44:35,0.000s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/btnMakeAppointment""))",Chrome 111.0.0.0,,,2023-03-30 14:44:35,2023-03-30 14:44:36,0.773s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txfUsername""), Username)",Chrome 111.0.0.0,,,2023-03-30 14:44:36,2023-03-30 14:44:37,0.783s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txfPassword""), Password)",Chrome 111.0.0.0,,,2023-03-30 14:44:37,2023-03-30 14:44:37,0.665s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/btnLogin""))",Chrome 111.0.0.0,,,2023-03-30 14:44:37,2023-03-30 14:44:38,0.982s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txvLoginError""), errorMessage, STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-03-30 14:44:38,2023-03-30 14:44:39,0.330s,PASSED
Start listener action : sampleAfterTestCase,Chrome 111.0.0.0,,,2023-03-30 14:44:39,2023-03-30 14:44:39,0.658s,PASSED
,,,,,,,
"Test Cases/Login/TC_2,3_Sign In With Invalid Data",Chrome 111.0.0.0,,,2023-03-30 14:44:39,2023-03-30 14:44:48,9.225s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 111.0.0.0,,,2023-03-30 14:44:39,2023-03-30 14:44:44,4.940s,PASSED
"errorMessage = ""Login failed! Please ensure the username and password are valid.""",Chrome 111.0.0.0,,,2023-03-30 14:44:44,2023-03-30 14:44:44,0.000s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/btnMakeAppointment""))",Chrome 111.0.0.0,,,2023-03-30 14:44:44,2023-03-30 14:44:45,0.767s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txfUsername""), Username)",Chrome 111.0.0.0,,,2023-03-30 14:44:45,2023-03-30 14:44:46,0.657s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txfPassword""), Password)",Chrome 111.0.0.0,,,2023-03-30 14:44:46,2023-03-30 14:44:46,0.678s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/btnLogin""))",Chrome 111.0.0.0,,,2023-03-30 14:44:46,2023-03-30 14:44:47,0.911s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service Login/txvLoginError""), errorMessage, STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-03-30 14:44:47,2023-03-30 14:44:48,0.552s,PASSED
Start listener action : sampleAfterTestCase,Chrome 111.0.0.0,,,2023-03-30 14:44:48,2023-03-30 14:44:48,0.705s,PASSED
